,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
413,N/A,N/A,slm,N/A,N/A,N/A,N/A,N/A,52.38,10.05,3.35,1.73,35.79,55.69,2.07,1.5,1.92,2710000000.0,2860000000.0,9.45,1.03,3.49,N/A,3.49,N/A,1.5,272590000.0,0.63,38.20,13.50,976280000.0,2.28,1120000000.0,1.22,3.69,6.33,1.5,7.92,94.10,20560000.0,5.41,7.60,21140000.0,N/A
414,N/A,N/A,sna,N/A,N/A,N/A,N/A,N/A,34.93,19.26,2.63,3.77,13.76,21.85,11.33,1.5,62.11,9400000000.0,10180000000.0,16.18,1.81,2.82,11.86,2.82,1820000000.0,1.5,496500000.0,8.39,16.10,1.70,106200000.0,1.83,885400000.0,2.20,43.29,161.61,1.5,0.81,85.90,1890000.0,4.18,3.28,1880000.0,N/A
415,N/A,N/A,sndk,N/A,N/A,N/A,N/A,N/A,40.82,37.34,2.76,2.90,7.64,13.51,4.98,1.5,27.57,15460000000.0,13110000000.0,22.88,3.04,2.34,9.61,2.34,2260000000.0,1.5,427810000.0,2.04,100.80,2.50,4520000000.0,22.28,2180000000.0,1.54,26.26,76.18,1.5,10.74,86.20,14650000.0,4.43,8.03,14930000.0,N/A
416,N/A,N/A,sne,N/A,N/A,N/A,N/A,N/A,28.53,23.85,0.43,1.42,1.82,3.59,1.12,1.5,61.03,32950000000.000004,34259999999.999996,15.55,0.24,0.45,5.35,0.45,17160000000.0,1.5,1380000000.0,1.10,N/A,5.60,7020000000.0,5.56,8330000000.0,0.87,18.20,26.12,1.5,N/A,N/A,2830000.0,1.96,N/A,2060000.0,N/A
417,N/A,N/A,sni,N/A,N/A,N/A,N/A,N/A,174.82,10.84,2.63,4.53,24.36,40.33,15.14,1.5,24.59,8330000000.0,11820000000.0,11.98,1.13,3.72,8.22,3.72,2029999999.9999998,1.5,773880000.0,5.96,134.90,24.10,216800000.0,1.68,3700000000.0,1.57,14.31,64.67,1.5,21.54,96.70,12810000.0,11.08,15.77,13360000.0,N/A
418,N/A,N/A,so,N/A,N/A,N/A,N/A,N/A,133.68,19.50,2.67,2.21,13.57,24.65,3.54,1.5,18.95,45910000000.0,75990000000.0,16.80,5.39,4.40,11.32,4.40,7680000000.0,1.5,2340000000.0,2.56,4.50,5.20,773000000.0,0.84,29870000000.0,0.70,22.65,49.89,1.5,0.03,51.70,23930000.0,6.00,2.62,21360000.0,N/A
419,N/A,N/A,spg,N/A,N/A,N/A,N/A,N/A,416.37,34.48,11.71,13.78,33.08,50.88,5.50,1.5,17.27,60800000000.0,83710000000.0,16.71,2.41,15.65,21.05,15.65,4310000000.0,1.5,1770000000.0,5.70,10.80,7.60,805080000.0,2.60,22980000000.0,0.55,14.70,196.49,1.5,0.72,98.60,4630000.0,4.32,1.74,4200000.0,N/A
420,N/A,N/A,spls,N/A,N/A,N/A,N/A,N/A,19.22,14.05,0.25,0.99,1.80,4.30,5.53,1.5,32.80,5360000000.0,5560000000.0,9.01,6.23,0.26,4.10,0.26,5510000000.0,1.5,379000000.0,0.59,N/A,6.90,825000000.0,1.28,1040000000.0,1.57,8.33,8.29,1.5,0.70,97.10,32460000.0,3.07,4.78,30410000.0,N/A
421,N/A,N/A,srcl,N/A,N/A,N/A,N/A,N/A,111.84,32.43,2.48,2.82,8.40,20.88,7.26,1.5,37.67,7950000000.0,11060000000.0,17.10,1.29,3.46,13.56,3.46,1270000000.0,1.5,248160000.0,2.89,1.80,31.80,45720000.0,0.54,3150000000.0,1.37,33.08,93.70,1.5,1.22,90.80,43.00,7.83,8.17,43.00,N/A
422,N/A,N/A,sre,N/A,N/A,N/A,N/A,N/A,119.60,21.31,2.59,2.20,12.10,17.90,2.80,1.5,40.89,26030000000.0,40910000000.0,19.77,2.76,4.02,13.21,4.02,3580000000.0,1.5,1230000000.0,4.90,27.00,2.20,384000000.0,1.54,15220000000.0,0.56,47.83,104.40,1.5,5.33,75.30,3860000.0,3.29,1.55,3580000.0,N/A
423,N/A,N/A,sti,N/A,N/A,N/A,N/A,N/A,N/A,11.13,2.64,0.92,24.61,37.01,1.02,1.5,15.51,20500000000.0,25220000000.0,11.05,4.38,3.18,N/A,3.18,N/A,1.5,1880000000.0,3.64,4.20,3.20,9890000000.0,19.57,14110000000.0,N/A,44.97,40.56,1.5,0.18,83.50,8670000.0,2.35,1.92,7550000.0,N/A
424,N/A,N/A,stj,N/A,N/A,N/A,N/A,N/A,147.79,30.43,3.82,5.25,12.63,21.99,7.06,1.5,19.99,21530000000.0,27260000000.0,17.14,1.76,4.83,17.03,4.83,3800000000.0,1.5,713000000.0,2.49,63.70,7.70,334000000.0,1.18,6060000000.0,1.72,14.44,75.74,1.5,2.44,86.30,4220000.0,1.82,1.51,4790000.0,N/A
425,N/A,N/A,stt,N/A,N/A,N/A,N/A,N/A,N/A,13.52,2.32,1.26,18.99,28.27,0.74,1.5,25.29,23690000000.0,28090000000.0,10.99,2.36,2.75,N/A,2.75,N/A,1.5,1790000000.0,4.38,9.10,4.50,79180000000.0,199.97,27630000000.0,N/A,47.51,59.23,1.5,0.58,91.60,9290000.0,2.90,2.33,8960000.0,N/A
426,N/A,N/A,stx,N/A,N/A,N/A,N/A,N/A,245.40,18.75,0.49,3.33,2.76,5.99,4.65,1.5,37.55,5700000000.0,8630000000.0,9.89,1.85,0.76,5.71,0.76,3810000000.0,1.5,315000000.0,1.02,N/A,22.10,1200000000.0,4.02,4130000000.0,1.59,5.64,19.09,1.5,11.39,88.70,38050000.0,5.30,14.52,36780000.0,N/A
427,N/A,N/A,swk,N/A,N/A,N/A,N/A,N/A,76.69,18.72,1.52,3.01,8.12,12.18,5.41,1.5,76.46,16989999999.999998,21010000000.0,16.13,1.81,1.87,11.82,1.87,4070000000.0000005,1.5,926400000.0,6.05,16.70,1.60,366500000.0,2.44,4380000000.0,1.09,37.76,113.21,1.5,0.59,88.40,3980000.0,3.92,2.70,4350000.0,N/A
428,N/A,N/A,swn,N/A,N/A,N/A,N/A,N/A,561.93,N/A,1.64,3.97,207.49,0.14,0.02,1.5,7.27,4360000000.0,9180000000.0,30.43,0.96,3.30,9.70,3.30,2440000000.0,1.5,5870000000.0,15.34,N/A,37.90,1600000000.0,4.16,6450000000.0,3.94,2.99,11.26,1.5,0.54,110.60,89260000.0,5.42,25.71,89520000.0,N/A
429,N/A,N/A,syk,N/A,N/A,N/A,N/A,N/A,84.88,25.96,4.16,4.75,16.07,22.98,7.97,1.5,26.82,41480000000.0,41470000000.0,17.38,1.87,4.12,15.26,4.12,6600000000.0,1.5,1620000000.0,4.27,79.50,4.90,7480000000.0,20.01,7480000000.0,3.56,23.55,110.91,1.5,8.29,76.00,43.00,4.75,2.07,6930000.0,N/A
430,N/A,N/A,symc,N/A,N/A,N/A,N/A,N/A,32.26,18.70,1.78,2.06,10.02,25.11,7.74,1.5,9.10,10950000000.0,10420000000.0,12.08,1.76,1.69,5.35,1.69,5360000000.0,1.5,1020000000.0,0.90,23.40,6.30,2270000000.0,3.48,1740000000.0,1.87,8.21,16.79,1.5,0.23,93.60,22560000.0,2.78,3.77,23420000.0,N/A
431,N/A,N/A,syy,N/A,N/A,N/A,N/A,N/A,107.80,36.50,0.58,7.14,1.64,3.85,7.54,1.5,84.50,28260000000.0,32009999999.999996,22.29,2.35,0.65,12.90,0.65,8550000000.000001,1.5,806980000.0,1.37,22.70,2.20,610840000.0,1.08,4360000000.0,1.69,7.03,50.15,1.5,7.16,76.70,18870000.0,5.48,3.41,19640000.0,N/A
432,N/A,N/A,t,N/A,N/A,N/A,N/A,N/A,106.98,16.59,1.57,1.97,8.97,17.72,4.82,1.5,26.36,241010000000.0,364080000000.0,12.92,1.67,2.35,7.32,2.35,79760000000.0,1.5,13880000000.0,2.36,16.50,24.40,10010000000.0,1.63,133080000000.00002,0.85,20.05,39.15,1.5,0.05,63.20,70880000.0,3.22,1.15,84540000.0,N/A
433,N/A,N/A,tap,N/A,N/A,N/A,N/A,N/A,30.62,42.96,6.07,2.16,12.40,10.66,1.67,1.5,18.58,21200000000.0,21640000000.0,19.40,9.30,6.14,33.77,6.14,1400000000.0,1.5,435700000.0,2.30,95.80,6.10,2600000000.0,12.12,3040000000.0,3.08,46.11,98.76,1.5,0.16,37.30,4810000.0,3.33,2.62,5470000.0,N/A
434,N/A,N/A,tdc,N/A,N/A,N/A,N/A,N/A,84.38,N/A,1.42,4.45,11.31,11.75,6.58,1.5,18.38,3430000000.0,3190000000.0,10.87,1.43,1.28,8.41,1.28,1280000000.0,1.5,282000000.0,2.08,N/A,6.40,917000000.0,7.05,670000000.0,1.73,6.14,26.41,1.5,0.69,100.40,17130000.0,12.05,15.39,16660000.0,N/A
435,N/A,N/A,te,N/A,N/A,N/A,N/A,N/A,158.23,34.10,2.39,2.51,6.99,20.82,3.97,1.5,11.61,6480000000.0,10520000000.0,21.67,3.27,3.88,11.46,3.88,1120000000.0,1.5,250500000.0,0.81,27.20,4.80,46100000.0,0.20,4090000000.0,0.46,10.97,27.52,1.5,1.20,60.00,12140000.0,5.09,5.22,10680000.0,N/A
436,N/A,N/A,tel,N/A,N/A,N/A,N/A,N/A,52.44,10.94,1.77,2.83,17.52,15.72,6.13,1.5,30.56,20650000000.0,23380000000.0,13.09,0.98,1.97,9.47,1.97,4090000000.0,1.5,1200000000.0,5.28,36.60,4.20,1150000000.0,3.22,3880000000.0,1.75,20.72,57.74,1.5,0.22,93.60,0.00,0.00,N/A,100.00,N/A
437,N/A,N/A,ter,N/A,N/A,N/A,N/A,N/A,N/A,17.35,2.19,1.89,12.94,15.90,6.79,1.5,8.30,3770000000.0,3040000000.0,11.68,1.17,1.76,7.28,1.76,915640000.0,1.5,223680000.0,1.06,52.50,25.90,729360000.0,3.57,0.00,3.61,9.77,18.46,1.5,0.43,98.10,6300000.0,3.83,3.11,6340000.0,N/A
438,N/A,N/A,tgt,N/A,N/A,N/A,N/A,N/A,98.54,13.90,0.61,3.51,4.56,6.96,7.89,1.5,117.55,44030000000.0,53050000000.0,12.83,1.24,0.72,7.22,0.72,21790000000.0,1.5,3320000000.0,5.32,N/A,0.60,4050000000.0,6.74,12770000000.0,1.12,21.51,73.88,1.5,0.11,88.40,39480000.0,8.83,6.63,37720000.0,N/A
